date,portfolio_value,step_return,scalar,turnover,cash_weight,eqw_matched_return
2018-01-04,1003176.2194903272,0.003176219490327174,1.0,1.0,0.0,0.003176219490327174
2018-01-05,1006243.8666965014,0.0030579345349043023,1.0,0.04101222720687789,0.0,0.0030579345349043023
2018-01-08,1009598.6696299792,0.003333985969516132,1.0,0.022345101221091512,0.0,0.003333985969516132
2018-01-09,1008902.5649113175,-0.0006894865649107468,1.0,0.020050152154013956,5.96118803531482e-08,-0.0006894865649107468
2018-01-10,1005287.7144033127,-0.003582953036027456,1.0,0.019545954916620367,0.0,-0.003582953036027456
2018-01-11,1008865.885524439,0.0035593502933139987,1.0,0.01970496008577538,5.9359528254201256e-08,0.0035593502933139987
2018-01-12,1014888.6389611212,0.005969825645904712,1.0,0.021198798307639072,0.0,0.005969825645904712
2018-01-16,1025582.2777389936,0.01053676075122769,1.0,0.0,0.0,0.01053676075122769
2018-01-17,1022994.1511208818,-0.002523568000626589,1.0,0.0,0.0,-0.002523568000626589
2018-01-18,1023500.2839569409,0.0004947563341437698,1.0,0.02665681115124033,0.0,0.0004947563341437698
2018-01-19,1023828.9837636895,0.0003211526287788359,1.0,0.024671043686214478,0.0,0.0003211526287788359
2018-01-22,1023746.7088414154,-8.036002455382669e-05,1.0,0.014836337510260977,0.0,-8.036002455382669e-05
2018-01-23,1030761.6698974316,0.006852242840375206,1.0,0.02887211703563433,0.0,0.006852242840375206
2018-01-24,1035819.9436026871,0.004907316456343209,1.0,0.01226381388485076,1.1856112502025865e-07,0.004907316456343209
2018-01-25,1036934.6756664574,0.0010761832407794184,1.0,0.013547543573858262,5.9507319935461186e-08,0.0010761832407794184
2018-01-26,1037533.0825668098,0.0005770921875747301,1.0,0.0,5.9440995019694473e-08,0.0005770921875747301
2018-01-29,1038663.3295115595,0.0010893599093278372,1.0,0.018779175985750518,5.950607058320758e-08,0.0010893599093278372
2018-01-30,1030289.1376855221,-0.008062469895779802,1.0,0.02072982880204252,0.0,-0.008062469895779802
2018-01-31,1033000.5696099921,0.0026317194128252755,1.0,0.04814252918585929,0.0,0.0026317194128252755
2018-02-01,1026360.6783822831,-0.006427771119444682,1.0,0.017246465449191534,0.0,-0.006427771119444682
2018-02-02,1019891.1321464191,-0.0063033847380640365,1.0,0.022188056900144387,0.0,-0.0063033847380640365
2018-02-05,1002159.0699605576,-0.017386230379847878,1.0,0.01431989849589918,6.062533327183885e-08,-0.017386230379847878
2018-02-06,973301.409169807,-0.02879548931477156,1.0,0.03430065910832217,0.0,-0.02879548931477156
2018-02-07,986114.7882559128,0.013164862359580089,0.6632184144569472,0.3367815638838825,0.33215036139718346,0.013164862359580089
2018-02-08,982229.4708094612,-0.003940025535286194,0.6632184144569472,0.028784584113140305,0.33801038793806815,-0.003940025535286194
2018-02-09,970215.3478299868,-0.012231482903453772,0.6632184144569472,0.012873485376438232,0.3408557939373258,-0.012231482903453772
2018-02-12,975769.3131281479,0.005724466543003257,0.6632184144569472,0.023662716572975473,0.33476491416101556,0.005724466543003257
2018-02-13,976816.7436242214,0.0010734407015892716,0.6632184144569472,0.015036982705522478,0.33632459152850847,0.0010734407015892716
2018-02-14,978336.1153138718,0.0015554316606133489,0.6632184144569472,0.012714993528718063,0.3361639037349374,0.0015554316606133489
2018-02-15,991396.8031153524,0.013349898462340304,0.6632184144569472,0.01481701814413769,0.33225013004288123,0.013349898462340304
2018-02-16,993223.251632637,0.0018422981711714026,0.6632184144569472,0.0,0.33155210103269434,0.0018422981711714026
2018-02-20,989917.0555717554,-0.0033287541904067925,0.6632184144569472,0.036211324702565564,0.3377993681937706,-0.0033287541904067925
2018-02-21,989757.5476503514,-0.00016113261258221678,0.7190459703251334,0.05684530525508044,0.2809016286064067,-0.00016113261258221678
2018-02-22,986478.0029655431,-0.0033134828752696783,0.7190459703251334,0.02075752900769362,0.2818052596563856,-0.0033134828752696783
2018-02-23,989433.2647675034,0.002995770603172305,0.7190459703251334,0.02752192854126373,0.28002976040659006,0.002995770603172305
2018-02-26,998050.0097322761,0.008708768212677263,0.7819016870218293,0.06193141473800065,0.21613854193849882,0.008708768212677263
2018-02-27,1001597.0885710637,0.0035540091219869,0.7819016870218293,0.023191896663006084,0.21726141664504903,0.0035540091219869
2018-02-28,996598.0773232834,-0.004991040114655454,0.7819016870218293,0.01987536727103295,0.21912822524433292,-0.004991040114655454
2018-03-01,988281.9657874212,-0.00834449887581367,0.7819016870218293,0.018157643046446903,0.21986980613564167,-0.00834449887581367
2018-03-02,978938.8992921329,-0.009453846997849567,0.7819016870218293,0.029599190335073522,0.22011237231347325,-0.009453846997849567
2018-03-05,982354.3608405016,0.0034889425181064792,0.7819016870218293,0.0259466225101527,0.21727455969592152,0.0034889425181064792
2018-03-06,993222.8757550056,0.011063741708445134,0.7819016870218293,0.04020964350157491,0.2156421410590728,0.011063741708445134
2018-03-07,987821.0479936779,-0.005438686414891011,0.7819016870218293,0.026989686364521703,0.21922450424776288,-0.005438686414891011
2018-03-08,992871.5359195145,0.005112755934988851,0.7819016870218293,0.02747330570763598,0.2169230410115128,0.005112755934988851
2018-03-09,995020.6736484686,0.0021645677725706295,0.7819016870218293,0.031173474360842113,0.21756518165879193,0.0021645677725706295
2018-03-12,1002127.4776345219,0.007142368168085017,0.8432214568915051,0.06078671753348855,0.1556153422793592,0.007142368168085017
2018-03-13,1003572.291190572,0.0014417462730993925,0.8432214568915051,0.013619550436538314,0.156512290796108,0.0014417462730993925
2018-03-14,1000671.6823119487,-0.002890283942756269,0.8432214568915051,0.026385049336170335,0.15718932185070364,-0.002890283942756269
2018-03-15,997349.0856134862,-0.003320366467037401,0.8937504464888105,0.05093974625441974,0.10656998588540043,-0.003320366467037401
2018-03-16,995343.562366114,-0.0020108538487691213,0.8937504464888105,0.027444211030516558,0.10643389484721655,-0.0020108538487691213
2018-03-19,990223.1619680437,-0.005144354765201085,0.8937504464888105,0.0,0.10695876015844386,-0.005144354765201085
2018-03-20,984247.8661490179,-0.006034292115678216,0.9533355266349525,0.0602943426730814,0.046932278716138795,-0.006034292115678216
2018-03-21,985846.6208852027,0.0016243415822073711,0.9533355266349525,0.049384914177499684,0.046574247567207086,0.0016243415822073711
2018-03-22,982165.2717945261,-0.0037342006481403747,0.9533355266349525,0.013243748424326962,0.04682728892615666,-0.0037342006481403747
2018-03-23,975587.7538647859,-0.006696956325611459,0.9533355266349525,0.02771475075041574,0.046965884728663095,-0.006696956325611459
2018-03-26,973303.9985599907,-0.0023409019801121315,0.9533355266349525,0.041830622431197895,0.046759944566432544,-0.0023409019801121315
2018-03-27,982183.7281941392,0.009123284859906206,0.9533355266349525,0.042424717648405885,0.04622856974162487,0.009123284859906206
2018-03-28,968514.1861068748,-0.01391750005103162,0.9533355266349525,0.05153758384129356,0.047308219051786664,-0.01391750005103162
2018-03-29,967686.2392054053,-0.00085486295745195,0.8959698079115973,0.056721919442594027,0.1040854726738966,-0.00085486295745195
